+1+1	-76.369780747822
+2+2	-76.357515305042
+3+3	-76.361302052362
+4+4	-76.369813622276
+5+5	-76.364004828668
+6+6	-76.366169682802
+7+7	-76.369813622276
+8+8	-76.362221795542
+9+9	-76.366169682802
-1-1	-76.369780747822
-2-2	-76.357515305042
-3-3	-76.362157985912
-4-4	-76.369813622276
-5-5	-76.362221795541
-6-6	-76.365805861547
-7-7	-76.369813622276
-8-8	-76.364004828668
-9-9	-76.365805861547
+1+2	-76.366799435048
+1+3	-76.367933157995
+1+4	-76.369837903116
+1+5	-76.368208892642
+1+6	-76.368809921111
+1+7	-76.369837903116
+1+8	-76.368145504474
+1+9	-76.368809921111
+2+3	-76.363802186761
+2+4	-76.366887350116
+2+5	-76.368275191633
+2+6	-76.368313715508
+2+7	-76.366683648019
+2+8	-76.368055558014
+2+9	-76.364019554296
+3+4	-76.367822252113
+3+5	-76.367872167789
+3+6	-76.368846095736
+3+7	-76.367822252113
+3+8	-76.363430859893
+3+9	-76.368846095736
+4+5	-76.36818976805
+4+6	-76.368821901569
+4+7	-76.369835774927
+4+8	-76.368053132543
+4+9	-76.368891409342
+5+6	-76.365782817775
+5+7	-76.368275374546
+5+8	-76.366770499632
+5+9	-76.367587410082
+6+7	-76.368891409343
+6+8	-76.366833099278
+6+9	-76.36784649529
+7+8	-76.36817122474
+7+9	-76.368821901569
+8+9	-76.369322725707
-1-2	-76.366799435047
-1-3	-76.36769033948
-1-4	-76.369837903116
-1-5	-76.368145504474
-1-6	-76.368939477739
-1-7	-76.369837903116
-1-8	-76.368208892642
-1-9	-76.368939477739
-2-3	-76.36546778914
-2-4	-76.366683648019
-2-5	-76.368055558014
-2-6	-76.368029999652
-2-7	-76.366887350116
-2-8	-76.368275191633
-2-9	-76.362654638682
-3-4	-76.367780763178
-3-5	-76.368002863004
-3-6	-76.368890554891
-3-7	-76.367780763178
-3-8	-76.365002384114
-3-9	-76.368890554891
-4-5	-76.36817122474
-4-6	-76.368929104529
-4-7	-76.369835774927
-4-8	-76.368275374546
-4-9	-76.368842197451
-5-6	-76.364242914455
-5-7	-76.368053132543
-5-8	-76.366770499632
-5-9	-76.367361095024
-6-7	-76.368842197451
-6-8	-76.3669982732
-6-9	-76.367740931026
-7-8	-76.36818976805
-7-9	-76.368929104529
-8-9	-76.369255209207
-1+2	-76.366799435047
-1+3	-76.367933157995
-1+4	-76.369810315724
-1+5	-76.368208892643
-1+6	-76.368809921111
-1+7	-76.369810315724
-1+8	-76.368145504474
-1+9	-76.368809921111
+1-2	-76.366799435047
+1-3	-76.36769033948
+1-4	-76.369810315724
+1-5	-76.368145504474
+1-6	-76.36893947774
+1-7	-76.369810315724
+1-8	-76.368208892642
+1-9	-76.368939477739
-2+3	-76.363802186762
-2+4	-76.366683648019
-2+5	-76.362736585638
-2+6	-76.364019554296
-2+7	-76.366887350116
-2+8	-76.361266580362
-2+9	-76.368313715508
+2-3	-76.36546778914
+2-4	-76.366887350116
+2-5	-76.361266580362
+2-6	-76.362654638681
+2-7	-76.366683648019
+2-8	-76.362736585638
+2-9	-76.368029999652
-3+4	-76.367780763178
-3+5	-76.365002384114
-3+6	-76.365040318446
-3+7	-76.367780763178
-3+8	-76.368002863005
-3+9	-76.365040318446
+3-4	-76.367822252113
+3-5	-76.363430859893
+3-6	-76.364582983924
+3-7	-76.367822252113
+3-8	-76.367872167789
+3-9	-76.364582983924
-4+5	-76.36818976805
-4+6	-76.368821901569
-4+7	-76.36983549913
-4+8	-76.368053132543
-4+9	-76.368891409342
+4-5	-76.36817122474
+4-6	-76.368929104528
+4-7	-76.36983549913
+4-8	-76.368275374546
+4-9	-76.36884219745
-5+6	-76.369322725707
-5+7	-76.368053132543
-5+8	-76.365943529173
-5+9	-76.366833099278
+5-6	-76.369255209207
+5-7	-76.368275374546
+5-8	-76.366475774164
+5-9	-76.3669982732
-6+7	-76.36884219745
-6+8	-76.367361095025
-6+9	-76.368000378147
+6-7	-76.368891409342
+6-8	-76.367587410082
+6-9	-76.368000378147
-7+8	-76.36817122474
-7+9	-76.368821901569
+7-8	-76.36818976805
+7-9	-76.368929104529
-8+9	-76.365782817775
+8-9	-76.364242914455
