44-6	-76.369152279315
44-7	-76.369809073218
44-8	-76.368256682953
44-9	-76.368811346539
-455	-76.363861757629
-466	-76.366049963889
-477	-76.369809073218
-488	-76.362220103879
-499	-76.366173327726
55-6	-76.366313234359
55-7	-76.364007826506
55-8	-76.362009469883
55-9	-76.362459556543
-566	-76.368286352469
-577	-76.368026735212
-588	-76.359726554362
-599	-76.363866055282
66-7	-76.366173327726
66-8	-76.365104008618
66-9	-76.365372864032
-677	-76.368811346539
-688	NaN
-699	-76.365372864032
77-8	-76.367920806268
77-9	-76.369152279315
-788	-76.362497624607
-799	-76.366049963889
88-9	-76.354498459392
-899	-76.361905367283
-1-12	-76.366840116311
-1-13	-76.368449621095
-1-14	-76.369670838902
-1-15	-76.367972223428
-1-16	-76.368531050316
-1-17	-76.369670838902
-1-18	-76.368363597152
-1-19	-76.368531050316
1-2-2	-76.357643988486
1-3-3	-76.361887881538
1-4-4	-76.369706915797
1-5-5	-76.362445640967
1-6-6	-76.366018431625
1-7-7	-76.369706915797
1-8-8	-76.363900063889
1-9-9	-76.366018431625
-2-23	-76.351894000489
-2-24	-76.357369345759
-2-25	-76.351550005631
-2-26	-76.353501716042
-2-27	-76.357792954315
-2-28	-76.347620414924
-2-29	-76.362418979305
2-3-3	-76.360319199734
2-4-4	-76.367209586694
2-5-5	-76.351036274217
2-6-6	-76.355812484902
2-7-7	-76.366410454221
2-8-8	-76.356530519806
2-9-9	-76.367718479535
-3-34	-76.362044808299
-3-35	-76.358396591643
-3-36	-76.357736101886
-3-37	-76.362044808299
-3-38	-76.363751137124
-3-39	-76.357736101886
3-4-4	-76.368040350049
3-5-5	-76.353995785699
3-6-6	-76.359365957804
3-7-7	-76.368040350049
3-8-8	-76.364666743906
3-9-9	-76.359365957805
-4-45	-76.367920806268
-4-46	-76.368602070596
-4-47	-76.369809073218
-4-48	-76.368026735212
-4-49	-76.36887478027
4-5-5	-76.362497624607
4-6-6	-76.365992629356
4-7-7	-76.369809073218
4-8-8	-76.364007826506
4-9-9	-76.365800288328
-5-56	-76.366556648119
-5-57	-76.362220103879
-5-58	-76.359726554362
-5-59	-76.360713490999
5-6-6	-76.368645965772
5-7-7	-76.368256682953
5-8-8	-76.362009469883
5-9-9	-76.363655149182
-6-67	-76.365800288328
-6-68	-76.364642863305
-6-69	-76.365069935007
6-7-7	-76.36887478027
6-8-8	-76.363566319961
6-9-9	-76.365069935007
-7-78	-76.36848997884
-7-79	-76.368602070596
7-8-8	-76.363861757629
7-9-9	-76.365992629356
-8-89	-76.360491567016
8-9-9	-76.35772853461
-1-1-2	-76.366840116311
-1-1-3	-76.367191290188
-1-1-4	-76.369810315724
-1-1-5	-76.368363597152
-1-1-6	-76.369167865247
-1-1-7	-76.369810315724
-1-1-8	-76.367972223428
-1-1-9	-76.369167865247
-1-2-2	-76.357643988486
-1-3-3	-76.361887881538
-1-4-4	-76.36983549913
-1-5-5	-76.362445640967
-1-6-6	-76.366018431625
-1-7-7	-76.369835499131
-1-8-8	-76.363900063889
-1-9-9	-76.366018431625
-2-2-3	-76.358310569978
-2-2-4	-76.357369345759
-2-2-5	-76.361266580362
-2-2-6	-76.360360933697
-2-2-7	-76.357792954315
-2-2-8	-76.362736585638
-2-2-9	-76.349161111362
-2-3-3	-76.360319199734
-2-4-4	-76.366410454221
-2-5-5	-76.365943529173
-2-6-6	-76.367718479535
-2-7-7	-76.367209586694
-2-8-8	-76.366475774162
-2-9-9	-76.355812484902
-3-3-4	-76.362044808299
-3-3-5	-76.363751137124
-3-3-6	-76.365040318446
-3-3-7	-76.362044808299
-3-3-8	-76.358396591643
-3-3-9	-76.365040318446
-3-4-4	-76.367569654612
-3-5-5	-76.364948756907
-3-6-6	-76.368000378148
-3-7-7	-76.367569654612
-3-8-8	-76.359962527059
-3-9-9	-76.368000378148
-4-4-5	-76.36848997884
-4-4-6	-76.369152279315
-4-4-7	-76.369810315724
-4-4-8	NaN
-4-4-9	-76.368811346539
-4-5-5	-76.362497624607
-4-6-6	-76.365992629356
-4-7-7	-76.369810315724
-4-8-8	-76.364007826506
-4-9-9	-76.365800288327
-5-5-6	-76.354498459392
-5-5-7	-76.362220103879
-5-5-8	-76.361266580365
-5-5-9	-76.36184285132
-5-6-6	-76.35772853461
-5-7-7	-76.368026735212
-5-8-8	-76.362736585638
-5-9-9	-76.364642863305
-6-6-7	-76.365800288328
-6-6-8	-76.363655149182
-6-6-9	-76.364582983923
-6-7-7	-76.368811346539
-6-8-8	-76.362459556543
-6-9-9	-76.364582983923
-7-7-8	-76.367920806268
-7-7-9	-76.369152279315
-7-8-8	-76.363861757629
-7-9-9	-76.365992629356
-8-8-9	-76.366313234359
-8-9-9	-76.368645965772
123	-76.364039135198
124	-76.366683648019
125	-76.368208892643
126	-76.368233320491
127	-76.366887350116
128	-76.368145504474
129	-76.363995226732
134	-76.367822252113
135	-76.367975844403
136	-76.368939477739
137	-76.367822252113
138	-76.36375432521
139	-76.368939477739
145	-76.368275374546
146	-76.368891409342
147	-76.369839607972
148	-76.36817122474
149	-76.368821901569
156	-76.365661569979
157	-76.36818976805
158	-76.36679943505
159	-76.36744256735
167	-76.368821901569
168	-76.366848176972
169	-76.367690339477
178	-76.368053132543
179	-76.368891409342
189	-76.369305341488
234	-76.364043550376
235	-76.367872167789
236	-76.368029999652
237	-76.36376885475
238	-76.363430859893
239	-76.362654638682
245	-76.368275374546
246	-76.368331176529
247	-76.366799435047
248	-76.36817122474
249	-76.364138798699
256	-76.367587410082
257	-76.36818976805
258	-76.369839607975
259	-76.365782817775
267	-76.368229608476
268	-76.369322725707
269	NaN
278	-76.368053132543
279	-76.363889125313
289	-76.366833099279
345	-76.367842161125
346	-76.368842197451
347	-76.367933157995
348	-76.363509316344
349	-76.368929104529
356	-76.3669982732
357	-76.367957374968
358	-76.363802186764
359	-76.369255209207
367	-76.368929104528
368	-76.364242914455
369	-76.369839607972
378	-76.363668778926
379	-76.368842197451
389	-76.367361095025
456	-76.365652917885
457	-76.368208892642
458	-76.366683648021
459	-76.367503941119
467	-76.368809921111
468	-76.366764727531
469	-76.367780763175
478	-76.368145504474
479	-76.368809921111
489	-76.369323735893
567	-76.36578476227
568	-76.364019554298
569	-76.365002384111
578	-76.366887350118
579	-76.367519665415
589	-76.36831371551
678	-76.366952048297
679	-76.367780763174
689	-76.368002863001
789	-76.369340092581
12-3	-76.365335415864
12-4	-76.367119761063
12-5	-76.361430909477
12-6	-76.362822246429
12-7	-76.366524526986
12-8	-76.362728444867
12-9	-76.368126631231
1-23	-76.364039135198
1-24	-76.366887350116
1-25	-76.362728444867
1-26	-76.363995226732
1-27	-76.366683648019
1-28	-76.361430909477
1-29	-76.368233320491
13-4	-76.368179328381
13-5	-76.36375432521
13-6	-76.364896203114
13-7	-76.368179328381
13-8	-76.367975844403
13-9	-76.364896203114
1-34	-76.367780763178
1-35	-76.364803870911
1-36	-76.36482671253
1-37	-76.367780763178
1-38	-76.367911877019
1-39	-76.36482671253
14-5	-76.368053132543
14-6	-76.368842197451
14-7	-76.369813622276
14-8	-76.36818976805
14-9	-76.368929104529
1-45	-76.367957951559
1-46	-76.368576824713
1-47	-76.369813622276
1-48	-76.368095375946
1-49	-76.368779967138
15-6	-76.369258307102
15-7	-76.368208116532
15-8	-76.366345609088
15-9	-76.36703097035
1-56	-76.369305341488
1-57	-76.36817122474
1-58	-76.366125746058
1-59	-76.366848176972
16-7	-76.368779967137
16-8	-76.36744256735
16-9	-76.368015504739
1-67	-76.368929104529
1-68	-76.367546283634
1-69	-76.368015504739
17-8	-76.368275374546
17-9	-76.368842197451
1-78	-76.368440438092
1-79	-76.368576824713
18-9	-76.364469464018
1-89	-76.36566156998
-123	-76.364039135198
-124	-76.367119761063
-125	-76.368208892643
-126	NaN
-127	-76.366524526986
-128	-76.368145504474
-129	-76.363995226732
-134	-76.368179328381
-135	-76.367975844403
-136	-76.368939477739
-137	-76.368179328381
-138	-76.36375432521
-139	-76.368939477739
-145	-76.367957951559
-146	-76.368576824713
-147	-76.369780747821
-148	-76.368095375946
-149	-76.368779967138
-156	-76.36566156998
-157	-76.368208116532
-158	-76.36679943505
-159	-76.36744256735
-167	-76.368779967138
-168	-76.366848176972
-169	-76.367690339477
-178	-76.368440438092
-179	-76.368576824713
-189	-76.369305341488
23-4	-76.364043550376
23-5	-76.354655994854
23-6	-76.356841380973
23-7	-76.36376885475
23-8	-76.360796242459
23-9	-76.363372848535
2-34	-76.365488048615
2-35	-76.365002384114
2-36	-76.364594048391
2-37	-76.365340426198
2-38	-76.368002863004
2-39	-76.361268877796
24-5	-76.361542667503
24-6	-76.362897411647
24-7	-76.36680043943
24-8	-76.3628557177
24-9	-76.368144867154
2-45	-76.368275374546
2-46	-76.368331176529
2-47	-76.36680043943
2-48	-76.36817122474
2-49	-76.364138798699
25-6	-76.366998273201
25-7	-76.368189768051
25-8	-76.364004828671
25-9	-76.369255209207
2-56	-76.365892189707
2-57	-76.361179541962
2-58	-76.362221795541
2-59	-76.358244929413
26-7	-76.368229608476
26-8	-76.364543467118
26-9	-76.369676244902
2-67	-76.362565361204
2-68	-76.364242914454
2-69	-76.360007582952
27-8	-76.362591539529
27-9	-76.367998647931
2-78	-76.368053132543
2-79	-76.363889125313
28-9	-76.367361095024
2-89	-76.358979059491
-234	-76.36376885475
-235	-76.360796242459
-236	-76.362654638682
-237	-76.364043550376
-238	-76.354655994854
-239	-76.368029999652
-245	-76.362591539529
-246	-76.363889125313
-247	-76.366799435047
-248	-76.361179541962
-249	-76.368229608476
-256	-76.358979059491
-257	-76.3628557177
-258	-76.357515305045
-259	-76.364543467118
-267	-76.364138798699
-268	-76.358244929413
-269	-76.365467789136
-278	-76.361542667503
-279	-76.368331176529
-289	-76.365892189708
34-5	-76.363668778926
34-6	-76.364768651388
34-7	-76.367872719605
34-8	-76.367957374967
34-9	-76.364663204175
3-45	-76.367842161125
3-46	-76.368842197451
3-47	-76.367872719605
3-48	-76.363509316344
3-49	-76.368929104529
35-6	-76.367152678141
35-7	-76.367957374968
35-8	-76.367805625663
35-9	-76.364418441261
3-56	-76.367361095025
3-57	-76.363509316344
3-58	-76.358834109083
3-59	-76.364242914455
36-7	-76.368929104529
36-8	-76.369255209207
36-9	-76.365805861549
3-67	-76.364663204175
3-68	-76.360587081306
3-69	NaN
37-8	-76.367842161125
37-9	-76.364768651388
3-78	-76.363668778926
3-79	-76.368842197451
38-9	-76.356790573024
3-89	-76.3669982732
-345	-76.364874776006
-346	-76.364923810697
-347	-76.36769033948
-348	-76.367938268388
-349	-76.364977678944
-356	-76.361040410478
-357	-76.364936781687
-358	-76.365467789141
-359	-76.362434822666
-367	-76.364977678944
-368	-76.364949436596
-369	-76.362157985912
-378	-76.368023892379
-379	-76.364923810697
-389	-76.36688048674
45-6	-76.369226321502
45-7	-76.368170002431
45-8	NaN
45-9	-76.366911276718
4-56	-76.369340092581
4-57	-76.368145504474
4-58	-76.366059389543
4-59	-76.366952048297
46-7	-76.368834529299
46-8	-76.367519665415
46-9	-76.367929107504
4-67	-76.368939477739
4-68	-76.36744220815
4-69	-76.368085508441
47-8	-76.368208892642
47-9	-76.36893947774
4-78	-76.368190830176
4-79	-76.368834529299
48-9	-76.364237340056
4-89	-76.36578476227
-456	-76.365652917885
-457	-76.368170002431
-458	-76.366683648021
-459	-76.367503941119
-467	-76.368834529299
-468	-76.366764727531
-469	-76.367780763174
-478	-76.368190830176
-479	-76.368834529299
-489	-76.369323735893
56-7	-76.36578476227
56-8	-76.364230198738
56-9	-76.364605658521
5-67	-76.369254050222
5-68	-76.368029999654
5-69	-76.368666788084
57-8	-76.366392771413
57-9	-76.367084304593
5-78	-76.366887350118
5-79	-76.367519665414
58-9	-76.362654638684
5-89	-76.364230198738
-567	-76.369323735893
-568	-76.366922200014
-569	-76.368002863001
-578	-76.366059389543
-579	-76.366764727531
-589	-76.366922200014
67-8	-76.36750394112
67-9	-76.368085508441
6-78	-76.366952048297
6-79	-76.367780763175
68-9	-76.363127981554
6-89	-76.365002384111
-678	-76.367473822081
-679	-76.367929107504
-689	-76.368735334262
78-9	-76.364483217523
7-89	-76.365652917885
-789	-76.369340092581
1-2-3	-76.365335415865
1-2-4	-76.366524526987
1-2-5	-76.368145504474
1-2-6	-76.368126631231
1-2-7	-76.367119761063
1-2-8	-76.368208892642
1-2-9	-76.362822246429
1-3-4	-76.36745434318
1-3-5	-76.367911877019
1-3-6	-76.368809921114
1-3-7	-76.36745434318
1-3-8	-76.364803870911
1-3-9	-76.368809921114
1-4-5	-76.368440438092
1-4-6	-76.369175761441
1-4-7	-76.369780747822
1-4-8	-76.368208116532
1-4-9	-76.368921833061
1-5-6	-76.364469464017
1-5-7	-76.368095375946
1-5-8	-76.36679943505
1-5-9	-76.367546283634
1-6-7	-76.368921833061
1-6-8	-76.36703097035
1-6-9	-76.367933157995
1-7-8	-76.367957951559
1-7-9	-76.369175761442
1-8-9	-76.369258307102
-12-3	-76.365335415864
-12-4	-76.366683648019
-12-5	-76.361430909477
-12-6	-76.362822246429
-12-7	-76.366887350116
-12-8	-76.362728444867
-12-9	-76.368126631231
-1-23	-76.364039135198
-1-24	-76.366524526986
-1-25	-76.362728444867
-1-26	-76.363995226732
-1-27	-76.367119761063
-1-28	-76.361430909477
-1-29	-76.368233320491
-13-4	-76.367822252113
-13-5	-76.363754325209
-13-6	-76.364896203114
-13-7	-76.367822252113
-13-8	-76.367975844403
-13-9	-76.364896203113
-1-34	-76.36745434318
-1-35	-76.364803870911
-1-36	-76.36482671253
-1-37	-76.36745434318
-1-38	NaN
-1-39	-76.36482671253
-14-5	-76.368440438092
-14-6	-76.369175761442
-14-7	-76.369813622276
-14-8	-76.368208116532
-14-9	-76.368921833061
-1-45	-76.368275374546
-1-46	-76.368891409342
-1-47	-76.369813622276
-1-48	-76.36817122474
-1-49	-76.368821901569
-15-6	-76.369258307102
-15-7	-76.36818976805
-15-8	-76.366345609088
-15-9	-76.36703097035
-1-56	-76.369305341488
-1-57	-76.368095375946
-1-58	-76.366125746058
-1-59	-76.366848176972
-16-7	-76.368821901569
-16-8	-76.36744256735
-16-9	-76.368015504739
-1-67	-76.368921833061
-1-68	-76.367546283634
-1-69	-76.368015504739
-17-8	-76.367957951559
-17-9	-76.369175761441
-1-78	-76.368053132543
-1-79	-76.368891409343
-18-9	-76.364469464017
-1-89	-76.365661569979
2-3-4	-76.365488048615
2-3-5	-76.362773443341
2-3-6	-76.364019554299
2-3-7	-76.365340426198
2-3-8	-76.360693159865
2-3-9	-76.368313715511
2-4-5	-76.361542667503
2-4-6	-76.362897411646
2-4-7	-76.366799435048
2-4-8	-76.3628557177
2-4-9	-76.368144867154
2-5-6	-76.353219324847
2-5-7	-76.361179541961
2-5-8	-76.357515305045
2-5-9	-76.36282115401
2-6-7	-76.362565361204
2-6-8	-76.358333514558
2-6-9	-76.363802186761
2-7-8	-76.362591539529
2-7-9	-76.367998647931
2-8-9	-76.365306219452
-23-4	-76.36376885475
-23-5	-76.363430859893
-23-6	-76.363372848535
-23-7	-76.364043550376
-23-8	-76.367872167789
-23-9	-76.356841380973
-2-34	-76.365340426198
-2-35	-76.360693159865
-2-36	-76.361268877796
-2-37	-76.365488048615
-2-38	-76.362773443341
-2-39	-76.364594048392
-24-5	-76.368053132543
-24-6	-76.367998647931
-24-7	-76.36680043943
-24-8	-76.36818976805
-24-9	-76.362565361204
-2-45	-76.362591539529
-2-46	-76.363889125312
-2-47	-76.36680043943
-2-48	-76.361179541961
-2-49	-76.368229608476
-25-6	-76.365306219452
-25-7	-76.3628557177
-25-8	-76.364004828671
-25-9	-76.358333514558
-2-56	-76.366833099278
-2-57	-76.36817122474
-2-58	-76.362221795542
-2-59	-76.369322725707
-26-7	-76.364138798699
-26-8	-76.365782817775
-26-9	-76.360007582952
-2-67	-76.368144867154
-2-68	-76.36282115401
-2-69	-76.369676244902
-27-8	-76.368275374546
-27-9	-76.362897411646
-2-78	-76.361542667503
-2-79	-76.368331176529
-28-9	-76.353219324847
-2-89	-76.367587410082
3-4-5	-76.363668778926
3-4-6	-76.364768651388
3-4-7	-76.367933157995
3-4-8	-76.367957374967
3-4-9	-76.364663204175
3-5-6	-76.356790573023
3-5-7	-76.363509316344
3-5-8	-76.363802186764
3-5-9	-76.360587081306
3-6-7	-76.364663204175
3-6-8	-76.364418441262
3-6-9	-76.361302052362
3-7-8	-76.367842161125
3-7-9	-76.364768651388
3-8-9	-76.367152678141
-34-5	-76.368023892379
-34-6	-76.368891409345
-34-7	-76.367738711944
-34-8	-76.364936781687
-34-9	-76.368821901572
-3-45	-76.364874776006
-3-46	-76.364923810697
-3-47	-76.367738711944
-3-48	-76.367938268388
-3-49	-76.364977678944
-35-6	-76.367587410085
-35-7	-76.364936781687
-35-8	-76.361894251243
-35-9	-76.365782817778
-3-56	-76.36688048674
-3-57	-76.367938268388
-3-58	-76.367801003143
-3-59	-76.364949436596
-36-7	-76.364977678944
-36-8	-76.362434822666
-36-9	-76.366169682805
-3-67	-76.368821901572
-3-68	-76.36932272571
-3-69	-76.366169682805
-37-8	-76.364874776006
-37-9	-76.368891409345
-3-78	-76.368023892379
-3-79	-76.364923810697
-38-9	-76.366833099282
-3-89	-76.361040410478
4-5-6	-76.364483217523
4-5-7	-76.368190830176
4-5-8	-76.366887350118
4-5-9	-76.367473822081
4-6-7	-76.368909745397
4-6-8	-76.367084304593
4-6-9	-76.367822252113
4-7-8	-76.368170002431
4-7-9	-76.368909745398
4-8-9	-76.369254050222
-45-6	-76.369226321502
-45-7	-76.368208892642
-45-8	-76.366392771413
-45-9	-76.366911276718
-4-56	-76.369340092581
-4-57	-76.368190830176
-4-58	-76.366059389543
-4-59	-76.366952048297
-46-7	-76.368809921111
-46-8	-76.367519665414
-46-9	-76.367929107504
-4-67	-76.368909745397
-4-68	-76.36744220815
-4-69	-76.368085508441
-47-8	-76.368170002431
-47-9	-76.368909745398
-4-78	-76.368145504474
-4-79	-76.368809921111
-48-9	-76.364237340056
-4-89	-76.36578476227
5-6-7	-76.369254050222
5-6-8	-76.36719106442
5-6-9	-76.367872167789
5-7-8	-76.366392771413
5-7-9	-76.367084304593
5-8-9	-76.36719106442
-56-7	-76.369323735893
-56-8	-76.36831371551
-56-9	-76.368735334262
-5-67	-76.364237340056
-5-68	-76.362450676631
-5-69	-76.363127981554
-57-8	-76.366683648021
-57-9	-76.36744220815
-5-78	-76.366059389543
-5-79	-76.366764727531
-58-9	-76.362450676631
-5-89	-76.364019554298
6-7-8	-76.36750394112
6-7-9	-76.368085508441
6-8-9	-76.368666788084
-67-8	-76.366911276718
-67-9	-76.367822252113
-6-78	-76.367473822081
-6-79	-76.367929107504
-68-9	-76.363430859893
-6-89	-76.364605658522
7-8-9	-76.369226321502
-78-9	-76.364483217523
-7-89	-76.365652917885
-1-2-3	-76.365335415865
-1-2-4	-76.366887350116
-1-2-5	-76.368145504474
-1-2-6	-76.368126631231
-1-2-7	-76.366683648019
-1-2-8	-76.368208892643
-1-2-9	-76.362822246429
-1-3-4	-76.367780763178
-1-3-5	-76.367911877019
-1-3-6	-76.368809921114
-1-3-7	-76.367780763178
-1-3-8	-76.364803870911
-1-3-9	-76.368809921114
-1-4-5	-76.368053132543
-1-4-6	-76.368842197451
-1-4-7	-76.369839607972
-1-4-8	-76.36818976805
-1-4-9	-76.368929104528
-1-5-6	-76.364469464017
-1-5-7	-76.36817122474
-1-5-8	-76.36679943505
-1-5-9	-76.367546283634
-1-6-7	-76.368929104529
-1-6-8	-76.36703097035
-1-6-9	-76.367933157995
-1-7-8	-76.368275374546
-1-7-9	-76.36884219745
-1-8-9	-76.369258307102
-2-3-4	-76.365340426198
-2-3-5	-76.368002863004
-2-3-6	-76.368313715511
-2-3-7	-76.365488048616
-2-3-8	-76.365002384114
-2-3-9	-76.364019554299
-2-4-5	-76.368053132543
-2-4-6	-76.367998647931
-2-4-7	-76.366799435047
-2-4-8	-76.36818976805
-2-4-9	-76.362565361204
-2-5-6	-76.367361095024
-2-5-7	-76.36817122474
-2-5-8	-76.369839607975
-2-5-9	-76.364242914455
-2-6-7	-76.368144867154
-2-6-8	-76.369255209207
-2-6-9	-76.363802186761
-2-7-8	-76.368275374546
-2-7-9	-76.362897411646
-2-8-9	-76.366998273201
-3-4-5	-76.368023892379
-3-4-6	-76.368891409345
-3-4-7	-76.36769033948
-3-4-8	-76.364936781687
-3-4-9	-76.368821901572
-3-5-6	-76.366833099282
-3-5-7	-76.367938268388
-3-5-8	-76.365467789141
-3-5-9	-76.36932272571
-3-6-7	-76.368821901572
-3-6-8	-76.365782817778
-3-6-9	-76.369839607975
-3-7-8	-76.364874776006
-3-7-9	-76.368891409345
-3-8-9	-76.367587410085
-4-5-6	-76.364483217523
-4-5-7	-76.368145504474
-4-5-8	-76.366887350118
-4-5-9	-76.367473822081
-4-6-7	-76.368939477739
-4-6-8	-76.367084304593
-4-6-9	-76.367822252113
-4-7-8	-76.368208892642
-4-7-9	-76.368939477739
-4-8-9	-76.369254050222
-5-6-7	-76.364237340056
-5-6-8	-76.362654638684
-5-6-9	-76.363430859893
-5-7-8	-76.366683648021
-5-7-9	-76.36744220815
-5-8-9	-76.368029999655
-6-7-8	-76.366911276718
-6-7-9	-76.367822252113
-6-8-9	-76.367872167789
-7-8-9	-76.369226321502
